                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.44495,                0.43228,                 0.9932,                0.52674,                0.38485,                 0.4154,                 0.2694,                 1.7418,                 2.6584,                 2.1694,             0.00034321,             0.00034321,             0.00034321
                    309,                0.45036,                0.45202,                 1.0036,                0.45775,                0.44441,                0.42249,                0.27311,                 1.7426,                 2.6349,                 2.2065,             0.00033967,             0.00033967,             0.00033967
                    310,                0.44559,                0.45548,                0.99048,                0.47558,                0.44609,                0.43877,                 0.2607,                 1.8592,                 2.5366,                 2.3923,             0.00033614,             0.00033614,             0.00033614
                    311,                0.44426,                0.45658,                 1.0014,                0.54687,                0.42516,                0.45602,                 0.2631,                 1.8187,                 2.3631,                 2.3881,              0.0003326,              0.0003326,              0.0003326
                    312,                0.45775,                 0.4538,                 1.0078,                 0.5068,                0.44702,                0.45782,                0.26821,                 1.7514,                 2.2393,                 2.2965,             0.00032906,             0.00032906,             0.00032906
                    313,                0.46438,                0.47293,                  1.009,                0.52546,                0.45021,                0.46709,                0.27697,                 1.6722,                 2.2986,                  2.206,             0.00032553,             0.00032553,             0.00032553
                    314,                0.42201,                0.44609,                0.99382,                0.51378,                0.45072,                0.46291,                 0.2943,                 1.6509,                 2.4357,                 2.1886,             0.00032199,             0.00032199,             0.00032199
                    315,                0.44037,                0.43985,                0.99456,                 0.5995,                0.38391,                0.45534,                0.28586,                 1.6983,                 2.5891,                 2.2227,             0.00031845,             0.00031845,             0.00031845
                    316,                0.42858,                0.42596,                0.98058,                0.59496,                0.41433,                0.44783,                0.27895,                  1.776,                 2.5895,                 2.2947,             0.00031492,             0.00031492,             0.00031492
                    317,                0.43503,                0.43152,                0.99237,                0.51868,                0.47862,                0.47313,                 0.2835,                 1.7425,                 2.3346,                  2.315,             0.00031138,             0.00031138,             0.00031138
                    318,                0.42155,                0.42899,                0.99211,                0.50016,                0.46685,                0.45236,                0.26651,                 1.7868,                 2.4876,                 2.3051,             0.00030784,             0.00030784,             0.00030784
                    319,                0.44127,                0.44167,                  1.002,                0.66271,                0.36545,                0.42462,                0.26711,                 1.7747,                 2.5763,                 2.2989,             0.00030431,             0.00030431,             0.00030431
                    320,                0.45039,                0.47252,                 1.0119,                0.60046,                0.38391,                0.43653,                0.25765,                 1.8122,                 2.7233,                 2.3687,             0.00030077,             0.00030077,             0.00030077
                    321,                0.43087,                 0.4325,                0.98463,                0.64397,                0.33717,                0.42349,                0.25546,                 1.8553,                 2.5774,                  2.433,             0.00029723,             0.00029723,             0.00029723
                    322,                 0.4306,                0.42634,                0.99161,                 0.4189,                0.44276,                0.42075,                0.25954,                 1.7721,                 2.6781,                 2.3274,              0.0002937,              0.0002937,              0.0002937
                    323,                0.41803,                0.41551,                0.98098,                0.58194,                0.35015,                0.41328,                0.25167,                 1.7941,                 2.6379,                   2.29,             0.00029016,             0.00029016,             0.00029016
                    324,                0.42696,                0.42743,                0.99659,                0.63338,                0.34291,                0.41674,                0.25879,                 1.7941,                 2.5448,                 2.3015,             0.00028662,             0.00028662,             0.00028662
                    325,                0.41096,                0.40385,                0.98507,                0.57166,                0.39306,                0.43752,                0.27334,                 1.7573,                 2.5252,                  2.254,             0.00028308,             0.00028308,             0.00028308
                    326,                0.41564,                0.42334,                0.98691,                0.52423,                0.42625,                0.44861,                0.27391,                 1.7054,                 2.6143,                  2.225,             0.00027955,             0.00027955,             0.00027955
                    327,                0.44295,                0.43111,                 1.0003,                0.70744,                0.36303,                0.42988,                0.26561,                 1.7419,                 2.6189,                 2.3125,             0.00027601,             0.00027601,             0.00027601
                    328,                0.40984,                0.41086,                0.97823,                0.53644,                 0.4171,                 0.4405,                0.27172,                 1.7492,                 2.4982,                  2.316,             0.00027247,             0.00027247,             0.00027247
                    329,                0.41513,                0.42427,                0.98245,                0.50298,                0.45375,                0.44571,                0.27367,                 1.7709,                  2.463,                  2.297,             0.00026894,             0.00026894,             0.00026894
                    330,                 0.4303,                0.43554,                0.99955,                0.59925,                0.41366,                0.45226,                0.29297,                 1.7356,                 2.3408,                 2.2653,              0.0002654,              0.0002654,              0.0002654
                    331,                0.41099,                0.40216,                0.97737,                0.55466,                 0.4044,                0.44152,                0.26868,                 1.7845,                 2.4606,                 2.3076,             0.00026186,             0.00026186,             0.00026186
